accession,best_query,best_bits,max_fident,nearest_query,seqid_nearest,cov_nearest,low_coverage,triad_found,pocket_ok,composite,above_threshold,mean_plddt,catalytic_ser,his,acid
MGYP001156268004,8B4U,887.0,23.8,8B4U,27.62,0.937,False,True,True,-2.9912,False,,109,262,233
MGYP002628983505,8B4U,696.0,17.9,4WFI,22.79,0.717,False,True,True,-2.9942,False,,115,276,249
MGYP001358989153,8B4U,714.0,16.5,4CG1,60.0,0.057,True,True,True,-2.9944,False,,175,321,281
MGYP000669986519,8B4U,462.0,11.9,8B4U,22.78,0.561,False,True,True,-2.995,False,,115,290,256
MGYP003642985611,8B4U,412.0,11.3,8B4U,71.43,0.026,True,True,True,-2.9956,False,,106,273,247
MGYP000032316732,8B4U,789.0,16.4,8B4U,25.41,0.677,False,True,True,-2.9969,False,,112,271,244
MGYP001054812492,8B4U,857.0,23.4,8B4U,27.02,0.888,False,True,True,-2.9993,False,,110,230,201
MGYP001140162422,8B4U,775.0,15.8,8B4U,19.77,0.617,False,True,True,-3.001,False,,148,299,272
MGYP001462608586,8B4U,840.0,20.4,4WFI,22.44,0.55,False,True,True,-3.0071,False,,121,274,245
MGYP001386214092,8B4U,816.0,24.3,8B4U,27.34,0.896,False,True,True,-3.0086,False,,97,248,219
MGYP003632215757,8B4U,695.0,17.1,4CG1,23.66,0.817,False,True,True,-3.0086,False,,227,385,352
MGYP003643416717,8B4U,464.0,11.8,8B4U,40.0,0.074,True,True,True,-3.0157,False,,108,262,132
MGYP003394387912,8B4U,666.0,15.1,8B4U,19.82,0.703,False,True,True,-3.0187,False,,117,268,238
MGYP000316865929,8B4U,955.0,22.6,8B4U,25.5,0.937,False,True,True,-3.0221,False,,115,274,245
MGYP003566302858,8B4U,742.0,16.7,6EQE,34.62,0.098,True,True,True,-3.0284,False,,112,270,243
MGYP000688484749,8B4U,668.0,17.5,8B4U,24.43,0.836,False,True,True,-3.0288,False,,108,253,223
MGYP000502636641,8B4U,411.0,10.7,4EB0,26.92,0.155,True,True,True,-3.0298,False,,180,428,396
MGYP001555248707,8B4U,447.0,11.8,6EQE,34.62,0.098,True,True,True,-3.0301,False,,98,249,221
MGYP000942263643,8B4U,407.0,11.5,6EQE,24.0,0.709,False,True,True,-3.0313,False,,119,252,143
MGYP000879418736,8B4U,449.0,11.9,6EQE,41.38,0.102,True,True,True,-3.0329,False,,161,343,313
MGYP003571027735,8B4U,743.0,17.9,8B4U,23.39,0.97,False,True,True,-3.0351,False,,152,304,271
MGYP001420204929,8B4U,833.0,20.1,8B4U,27.11,0.788,False,True,True,-3.0432,False,,114,237,207
MGYP000956345985,8B4U,683.0,17.7,8B4U,21.49,0.758,False,True,True,-3.0506,False,,156,304,274
MGYP000637677720,8B4U,708.0,17.6,8B4U,22.55,0.796,False,True,True,-3.0541,False,,145,317,283
MGYP000064678650,8B4U,676.0,17.1,4EB0,19.72,0.643,False,True,True,-3.0549,False,,240,355,323
MGYP003962300457,8B4U,422.0,11.9,4EB0,22.22,0.523,False,True,True,-3.0594,False,,172,381,348
MGYP001765092833,8B4U,431.0,10.3,4WFI,34.29,0.136,True,True,True,-3.0598,False,,120,285,258
MGYP001386422629,8B4U,432.0,11.8,4WFI,40.74,0.105,True,True,True,-3.0631,False,,174,341,312
MGYP002524637463,8B4U,430.0,11.8,4EB0,40.0,0.058,True,True,True,-3.0636,False,,123,276,242
MGYP000107575326,8B4U,874.0,22.6,8B4U,26.22,0.952,False,True,True,-3.0678,False,,109,195,166
MGYP001583933898,8B4U,927.0,24.6,8B4U,27.96,0.981,False,True,True,-3.0685,False,,114,265,236
MGYP001486977385,8B4U,815.0,21.8,8B4U,27.85,0.792,False,True,True,-3.0696,False,,127,237,205
MGYP000447695281,8B4U,760.0,17.4,8B4U,26.87,0.673,False,True,True,-3.0709,False,,133,258,229
MGYP001312334608,8B4U,836.0,21.3,8B4U,35.62,0.539,False,True,True,-3.0781,False,,113,274,246
MGYP002621910152,8B4U,424.0,11.9,8B4U,47.06,0.063,True,True,True,-3.0831,False,,158,259,224
MGYP002516727040,8B4U,932.0,22.4,8B4U,27.05,0.896,False,True,True,-3.0921,False,,115,235,205
MGYP003665498748,8B4U,411.0,11.8,4WFI,21.71,0.558,False,True,True,-3.0985,False,,143,301,273
MGYP000636088043,8B4U,718.0,17.2,8B4U,27.74,0.506,False,True,True,-3.1027,False,,244,414,380
MGYP003548158564,8B4U,404.0,11.6,4EB0,100.0,0.023,True,True,True,-3.103,False,,81,224,196
MGYP000053042174,8B4U,708.0,17.3,4WFI,25.3,0.581,False,True,True,-3.1058,False,,113,274,247
MGYP000449771198,8B4U,404.0,11.1,6EQE,36.84,0.132,True,True,True,-3.1159,False,,182,370,337
MGYP000319893215,8B4U,381.0,11.9,6EQE,37.5,0.091,True,True,True,-3.1174,False,,98,263,235
MGYP000665149653,8B4U,674.0,17.8,8B4U,22.61,0.836,False,True,True,-3.1175,False,,107,253,223
MGYP001560915492,8B4U,867.0,24.0,8B4U,30.83,0.866,False,True,True,-3.1177,False,,114,234,205
MGYP001249165425,8B4U,827.0,20.1,4EB0,23.67,0.616,False,True,True,-3.1178,False,,112,263,235
MGYP000957057084,8B4U,441.0,11.3,4WFI,41.38,0.109,True,True,True,-3.1243,False,,99,264,123
MGYP002630447813,8B4U,681.0,17.7,8B4U,24.32,0.866,False,True,True,-3.1322,False,,111,257,227
MGYP000010115162,8B4U,393.0,11.8,6EQE,50.0,0.06,True,True,True,-3.135,False,,111,269,241
MGYP000220812501,8B4U,816.0,21.4,8B4U,22.43,0.955,False,True,True,-3.1424,False,,110,224,199
MGYP000512763884,8B4U,667.0,17.1,4EB0,100.0,0.023,True,True,True,-3.1452,False,,107,253,223
MGYP001089920792,8B4U,845.0,22.0,8B4U,27.34,0.914,False,True,True,-3.1472,False,,109,229,200
MGYP000394768732,8B4U,455.0,11.3,4CG1,37.14,0.126,True,True,True,-3.1474,False,,152,323,287
MGYP001365352946,8B4U,407.0,11.0,4WFI,31.11,0.167,True,True,True,-3.1481,False,,98,270,242
MGYP000915590046,8B4U,666.0,17.9,8B4U,20.58,0.781,False,True,True,-3.1489,False,,109,253,224
MGYP000145833097,8B4U,388.0,11.4,4CG1,31.11,0.168,True,True,True,-3.1525,False,,80,252,223
MGYP001011969192,8B4U,749.0,15.7,8B4U,26.95,0.509,False,True,True,-3.1605,False,,111,287,260
MGYP001587503259,8B4U,403.0,10.7,4CG1,40.62,0.122,True,True,True,-3.1789,False,,144,339,305
MGYP001600904730,8B4U,672.0,17.0,8B4U,23.88,0.866,False,True,True,-3.1877,False,,147,291,262
MGYP001349390256,8B4U,410.0,11.8,6EQE,34.48,0.109,True,True,True,-3.1923,False,,158,307,273
MGYP000426596063,8B4U,721.0,17.2,4WFI,25.16,0.585,False,True,True,-3.1957,False,,147,291,258
MGYP000613298931,8B4U,960.0,21.0,8B4U,26.21,0.944,False,True,True,-3.1966,False,,114,268,239
MGYP002349351544,8B4U,436.0,11.8,6EQE,27.87,0.223,True,True,True,-3.1978,False,,93,239,212
MGYP000832704874,8B4U,851.0,23.1,8B4U,25.38,0.959,False,True,True,-3.1989,False,,113,234,205
MGYP002521898425,8B4U,830.0,24.1,8B4U,28.81,0.892,False,True,True,-3.2028,False,,146,260,232
MGYP001583041632,8B4U,866.0,24.3,8B4U,27.73,0.926,False,True,True,-3.2067,False,,112,234,204
MGYP003665863475,8B4U,695.0,16.0,8B4U,22.19,0.87,False,True,True,-3.2094,False,,134,311,281
MGYP001132987504,8B4U,398.0,11.9,4WFI,20.81,0.686,False,True,True,-3.2173,False,,171,345,311
MGYP001237818222,8B4U,717.0,17.1,8B4U,26.83,0.606,False,True,True,-3.2182,False,,119,284,251
MGYP001553578416,8B4U,718.0,17.0,4WFI,26.74,0.612,False,True,True,-3.2248,False,,112,269,242
MGYP000647964645,8B4U,861.0,22.9,8B4U,25.47,0.952,False,True,True,-3.237,False,,108,231,202
MGYP001402130940,8B4U,512.0,10.7,6EQE,26.98,0.234,True,True,True,-3.2388,False,,137,334,300
MGYP001198093500,8B4U,418.0,11.6,4EB0,41.18,0.066,True,True,True,-3.252,False,,152,358,326
MGYP001469496865,8B4U,666.0,16.2,8B4U,25.89,0.669,False,True,True,-3.2525,False,,253,417,384
MGYP002483282164,8B4U,823.0,20.4,8B4U,24.15,0.929,False,True,True,-3.2547,False,,113,241,212
MGYP000961864561,8B4U,668.0,17.3,6EQE,25.0,0.532,False,True,True,-3.2551,False,,605,712,680
MGYP001290743968,8B4U,862.0,24.9,8B4U,28.74,0.803,False,True,True,-3.2565,False,,113,267,239
MGYP000052286673,8B4U,854.0,23.3,8B4U,27.44,0.97,False,True,True,-3.2634,False,,106,225,196
MGYP000412072957,8B4U,692.0,16.1,4EB0,43.75,0.124,True,True,True,-3.2705,False,,111,268,241
MGYP001358663263,8B4U,460.0,11.6,4EB0,21.89,0.585,False,True,True,-3.2745,False,,161,326,298
MGYP001113620725,8B4U,395.0,11.0,6EQE,70.0,0.03,True,True,True,-3.2761,False,,94,248,221
MGYP001116752131,8B4U,819.0,23.9,8B4U,40.27,0.543,False,True,True,-3.2765,False,,113,273,243
MGYP002525415059,8B4U,679.0,17.1,8B4U,24.02,0.888,False,True,True,-3.2767,False,,595,702,670
MGYP000144183791,8B4U,474.0,10.8,6EQE,58.33,0.045,True,True,True,-3.2816,False,,112,292,264
MGYP001063655129,8B4U,824.0,23.3,8B4U,27.64,0.881,False,True,True,-3.2891,False,,150,265,235
MGYP001133557094,8B4U,911.0,23.4,8B4U,25.94,0.955,False,True,True,-3.2947,False,,111,233,203
MGYP001123427517,8B4U,708.0,17.4,8B4U,24.33,0.836,False,True,True,-3.2979,False,,232,390,357
MGYP001612849315,8B4U,385.0,10.9,4CG1,31.25,0.122,True,True,True,-3.3024,False,,90,266,114
MGYP000067746592,8B4U,556.0,11.9,4CG1,29.41,0.286,True,True,True,-3.3207,False,,140,304,272
MGYP000687410669,8B4U,432.0,11.0,8B4U,17.98,0.539,False,True,True,-3.3271,False,,95,245,217
MGYP001434175198,8B4U,472.0,11.8,8B4U,30.19,0.197,True,True,True,-3.33,False,,117,257,229
MGYP000185424110,8B4U,666.0,16.2,4CG1,22.51,0.79,False,True,True,-3.3336,False,,125,279,252
MGYP001806461910,8B4U,820.0,19.6,8B4U,25.95,0.918,False,True,True,-3.3422,False,,113,273,245
MGYP000548299344,8B4U,814.0,23.3,8B4U,29.72,0.959,False,True,True,-3.344,False,,109,255,226
MGYP001047676178,8B4U,516.0,11.6,8B4U,34.38,0.119,True,True,True,-3.3525,False,,108,247,219
MGYP001171557014,8B4U,689.0,17.4,8B4U,21.43,0.929,False,True,True,-3.3529,False,,550,665,632
MGYP001464832985,8B4U,494.0,11.9,6EQE,31.58,0.072,True,True,True,-3.3603,False,,143,287,258
MGYP003566860174,8B4U,682.0,12.7,6EQE,38.46,0.049,True,True,True,-3.3625,False,,166,357,326
MGYP000692930590,8B4U,675.0,16.8,8B4U,22.49,0.706,False,True,True,-3.3688,False,,141,275,247
MGYP000853017762,8B4U,899.0,22.1,8B4U,26.33,0.952,False,True,True,-3.3725,False,,112,272,244
MGYP003365476538,8B4U,715.0,17.0,8B4U,22.5,0.766,False,True,True,-3.3775,False,,161,288,259
MGYP001108663375,8B4U,405.0,11.4,6EQE,25.35,0.23,True,True,True,-3.3802,False,,130,279,249
MGYP001362458614,8B4U,394.0,10.8,4CG1,22.64,0.557,False,True,True,-3.387,False,,114,285,256
MGYP001437485041,8B4U,710.0,17.5,4WFI,26.83,0.508,False,True,True,-3.4093,False,,627,734,702
MGYP003858639397,8B4U,843.0,23.3,8B4U,27.44,0.97,False,True,True,-3.4146,False,,109,228,199
MGYP003714317549,8B4U,418.0,11.2,4WFI,38.1,0.081,True,True,True,-3.4177,False,,128,311,153
MGYP001145666986,8B4U,953.0,24.4,8B4U,26.28,0.952,False,True,True,-3.4279,False,,112,266,237
MGYP001090718183,8B4U,681.0,17.0,4WFI,24.77,0.783,False,True,True,-3.4393,False,,110,257,227
MGYP002629127060,8B4U,444.0,11.9,4EB0,22.29,0.62,False,True,True,-3.4444,False,,98,249,220
MGYP000217446623,8B4U,920.0,23.9,8B4U,28.4,0.874,False,True,True,-3.4454,False,,113,241,211
MGYP001029222274,8B4U,834.0,19.7,4WFI,24.84,0.523,False,True,True,-3.4473,False,,127,252,225
MGYP000014692914,8B4U,845.0,22.9,8B4U,26.67,0.944,False,True,True,-3.4486,False,,124,247,218
MGYP000435945904,8B4U,460.0,11.9,4CG1,33.33,0.16,True,True,True,-3.4488,False,,155,357,326
MGYP001573269986,8B4U,392.0,11.2,4WFI,47.06,0.066,True,True,True,-3.4524,False,,97,268,121
MGYP001277775733,6EQE,434.0,11.5,6EQE,39.29,0.094,True,True,True,-3.4552,False,,384,456,407
MGYP000005551118,8B4U,665.0,17.8,8B4U,21.46,0.803,False,True,True,-3.4611,False,,107,250,221
MGYP000242120080,8B4U,823.0,20.1,8B4U,27.19,0.944,False,True,True,-3.4671,False,,247,433,399
MGYP000340492928,8B4U,741.0,17.8,8B4U,27.4,0.517,False,True,True,-3.4783,False,,275,452,418
MGYP001473653881,8B4U,431.0,11.8,8B4U,21.72,0.595,False,True,True,-3.4843,False,,179,356,325
MGYP001429687592,4CG1,669.0,17.6,8B4U,26.36,0.784,False,True,True,-3.4849,False,,201,329,298
MGYP001316664723,8B4U,414.0,11.9,6EQE,42.11,0.072,True,True,True,-3.4871,False,,103,245,217
MGYP001459910963,8B4U,402.0,11.8,4WFI,33.33,0.116,True,True,True,-3.4913,False,,104,249,222
MGYP001559767721,8B4U,816.0,22.1,8B4U,26.57,0.967,False,True,True,-3.4925,False,,107,214,183
MGYP003294854509,8B4U,870.0,21.2,8B4U,25.2,0.866,False,True,True,-3.4966,False,,112,243,212
MGYP001036706140,8B4U,416.0,11.6,8B4U,26.14,0.294,True,True,True,-3.5,False,,95,251,119
MGYP001423442992,8B4U,385.0,11.4,4EB0,27.44,0.601,False,True,True,-3.5084,False,,115,275,139
MGYP001045526189,8B4U,400.0,11.9,4CG1,55.0,0.076,True,True,True,-3.5096,False,,91,247,115
MGYP001507600757,8B4U,502.0,11.5,4CG1,58.33,0.046,True,True,True,-3.5136,False,,390,580,548
MGYP003576817436,8B4U,671.0,17.7,8B4U,24.02,0.665,False,True,True,-3.5136,False,,140,279,246
MGYP001497098522,8B4U,405.0,11.4,6EQE,50.0,0.06,True,True,True,-3.5158,False,,143,304,277
MGYP000025905474,8B4U,677.0,17.9,8B4U,24.0,0.955,False,True,True,-3.5162,False,,215,328,296
MGYP002387283925,8B4U,665.0,16.2,8B4U,19.38,0.862,False,True,True,-3.543,False,,552,664,632
MGYP001814297709,8B4U,833.0,22.8,8B4U,27.69,0.814,False,True,True,-3.5663,False,,113,272,244
MGYP000697345277,8B4U,667.0,16.2,8B4U,22.4,0.833,False,True,True,-3.5744,False,,138,274,246
MGYP000984081728,8B4U,664.0,15.8,4WFI,23.5,0.612,False,True,True,-3.5772,False,,115,271,244
MGYP003963507329,8B4U,398.0,10.9,6EQE,54.55,0.042,True,True,True,-3.5862,False,,102,264,235
MGYP001031727040,8B4U,695.0,17.5,8B4U,26.9,0.52,False,True,True,-3.5937,False,,262,409,377
MGYP001207952975,8B4U,688.0,16.0,8B4U,20.0,0.851,False,True,True,-3.611,False,,396,503,471
MGYP002626145839,8B4U,380.0,11.7,4CG1,66.67,0.023,True,True,True,-3.6154,False,,172,377,347
MGYP003302999073,8B4U,664.0,15.6,8B4U,26.21,0.506,False,True,True,-3.6246,False,,142,314,280
MGYP001160450790,8B4U,451.0,11.3,6EQE,42.86,0.079,True,True,True,-3.6482,False,,145,313,169
MGYP000897823504,8B4U,408.0,11.9,4WFI,27.4,0.504,False,True,True,-3.6611,False,,128,250,247
MGYP003956545115,8B4U,428.0,11.9,6EQE,40.0,0.057,True,True,True,-3.6763,False,,230,348,320
MGYP000389198157,8B4U,681.0,15.9,4CG1,24.77,0.802,False,True,True,-3.6911,False,,105,265,129
MGYP003676861278,8B4U,426.0,11.8,8B4U,43.75,0.059,True,True,True,-3.6912,False,,111,280,249
MGYP001040629498,8B4U,382.0,11.1,4CG1,52.38,0.073,True,True,True,-3.6954,False,,114,270,242
MGYP002632720555,8B4U,447.0,11.6,6EQE,20.95,0.555,False,True,True,-3.6996,False,,133,322,294
MGYP000511782537,8B4U,700.0,17.7,4WFI,30.82,0.508,False,True,True,-3.7121,False,,115,271,244
MGYP000430149835,8B4U,391.0,11.8,6EQE,38.89,0.068,True,True,True,-3.7179,False,,110,263,134
MGYP001453103236,8B4U,678.0,13.0,8B4U,21.49,0.695,False,True,True,-3.7183,False,,144,297,265
MGYP002561259843,8B4U,411.0,11.8,4WFI,24.68,0.581,False,True,True,-3.7321,False,,110,270,134
MGYP000662586487,8B4U,855.0,23.3,8B4U,24.56,0.918,False,True,True,-3.7343,False,,122,273,244
MGYP003634728790,8B4U,394.0,11.8,4CG1,39.66,0.21,True,True,True,-3.7539,False,,108,259,230
MGYP003387767740,8B4U,411.0,11.5,8B4U,60.0,0.037,True,True,True,-3.7549,False,,131,267,237
MGYP001214126121,6EQE,874.0,24.2,4WFI,27.55,0.903,False,True,True,-3.8099,False,,176,275,241
MGYP002623824341,8B4U,416.0,11.6,8B4U,20.83,0.736,False,True,True,-3.8379,False,,181,382,350
MGYP001371342718,8B4U,437.0,11.4,6EQE,42.86,0.049,True,True,True,-3.8779,False,,126,283,255
MGYP000246937671,8B4U,667.0,16.2,6EQE,23.86,0.653,False,True,True,-3.8954,False,,272,416,384
MGYP000489620011,8B4U,383.0,11.7,6EQE,38.89,0.064,True,True,True,-3.928,False,,116,258,230
MGYP003306740193,8B4U,701.0,17.3,8B4U,23.14,0.877,False,True,True,-3.9438,False,,173,292,262
MGYP000043469980,8B4U,665.0,15.8,4WFI,26.09,0.674,False,True,True,-3.9439,False,,162,317,287
MGYP000462192820,8B4U,397.0,10.9,4WFI,22.98,0.527,False,True,True,-3.9565,False,,125,394,364
MGYP001765264501,8B4U,737.0,17.5,8B4U,24.38,0.517,False,True,True,-3.9661,False,,188,321,291
MGYP000046430386,8B4U,685.0,17.6,8B4U,25.79,0.684,False,True,True,-3.9764,False,,142,256,227
MGYP000321721883,8B4U,703.0,17.5,4WFI,23.36,0.814,False,True,True,-3.9813,False,,168,321,289
MGYP002541208240,8B4U,431.0,11.4,8B4U,20.43,0.587,False,True,True,-3.9839,False,,202,354,319
MGYP001555399112,8B4U,389.0,10.9,4EB0,29.41,0.252,True,True,True,-4.0086,False,,129,321,280
MGYP001309088200,8B4U,410.0,10.7,4EB0,21.99,0.508,False,True,True,-4.0414,False,,159,348,320
MGYP000109051396,8B4U,457.0,11.9,4WFI,24.24,0.554,False,True,True,-4.0458,False,,187,336,308
MGYP000945530246,8B4U,427.0,11.9,8B4U,32.61,0.171,True,True,True,-4.0689,False,,126,312,280
MGYP001186698513,8B4U,432.0,11.1,4EB0,50.0,0.047,True,True,True,-4.0699,False,,133,322,294
MGYP001793357768,8B4U,689.0,17.0,8B4U,23.88,0.855,False,True,True,-4.0969,False,,177,311,283
MGYP000589398797,8B4U,729.0,17.3,8B4U,28.78,0.454,True,True,True,-4.1058,False,,157,337,308
MGYP003370866158,8B4U,666.0,17.7,4CG1,26.73,0.71,False,True,True,-4.1415,False,,261,392,361
MGYP002065937562,8B4U,819.0,22.1,8B4U,29.03,0.848,False,True,True,-4.185,False,,121,246,216
MGYP003292983813,8B4U,830.0,21.5,8B4U,25.82,0.952,False,True,True,-4.1935,False,,108,269,239
MGYP003605876520,8B4U,439.0,11.7,8B4U,37.14,0.115,True,True,True,-4.2277,False,,201,353,318
MGYP000624187703,8B4U,392.0,11.3,4WFI,31.11,0.171,True,True,True,-4.2583,False,,127,273,243
MGYP003599638141,8B4U,545.0,11.9,6EQE,27.69,0.215,True,True,True,-4.2764,False,,110,277,134
MGYP001134315173,8B4U,774.0,16.7,8B4U,22.92,0.773,False,True,True,-4.294,False,,127,285,252
MGYP003354297413,8B4U,664.0,16.8,8B4U,26.71,0.532,False,True,True,-4.3187,False,,142,332,300
MGYP003505662746,8B4U,692.0,17.9,8B4U,23.77,0.758,False,True,True,-4.4221,False,,283,432,399
MGYP003967171895,8B4U,395.0,11.7,6EQE,36.36,0.042,True,True,True,-4.4236,False,,114,276,247
MGYP000194035596,8B4U,951.0,23.1,8B4U,26.47,0.926,False,True,True,-4.4624,False,,128,283,250
MGYP001196070266,8B4U,426.0,11.6,6EQE,41.67,0.045,True,True,True,-4.5055,False,,104,272,128
MGYP000104375196,8B4U,402.0,10.2,4CG1,53.33,0.057,True,True,True,-4.5337,False,,275,420,364
MGYP000250170992,8B4U,669.0,16.6,8B4U,23.1,0.911,False,True,True,-4.5394,False,,169,307,276
MGYP003335422821,8B4U,844.0,19.2,6EQE,26.67,0.819,False,True,True,-4.5534,False,,174,307,275
MGYP002399148147,8B4U,839.0,22.6,8B4U,27.08,0.877,False,True,True,-4.6391,False,,132,290,257
MGYP000613186100,8B4U,679.0,16.4,8B4U,20.57,0.736,False,True,True,-4.6861,False,,530,646,613
MGYP001601427721,8B4U,666.0,17.2,8B4U,25.0,0.691,False,True,True,-4.978,False,,158,286,258
MGYP003542394748,8B4U,428.0,11.3,6EQE,24.49,0.528,False,True,True,-5.0904,False,,157,343,313
MGYP000434579008,8B4U,432.0,11.3,4EB0,28.26,0.14,True,True,True,-5.3277,False,,383,534,503
MGYP000250609617,8B4U,747.0,16.1,6EQE,22.88,0.789,False,True,True,-5.839,False,,590,697,665
MGYP000011964639,8B4U,754.0,17.1,8B4U,27.65,0.613,False,False,False,,,,,,
MGYP000011485347,8B4U,409.0,11.7,4CG1,27.04,0.649,False,False,False,,,,,,
MGYP000010244075,8B4U,391.0,11.3,6EQE,40.0,0.038,True,True,False,,,,128,238,206
MGYP000025758943,8B4U,408.0,10.9,6EQE,50.0,0.06,True,False,False,,,,,,
MGYP000035316111,8B4U,410.0,9.2,4EB0,46.67,0.058,True,False,False,,,,,,
MGYP000035746844,8B4U,744.0,17.0,4EB0,26.9,0.512,False,False,False,,,,,,
MGYP000044196943,8B4U,734.0,17.9,8B4U,26.78,0.606,False,False,False,,,,,,
MGYP000047099060,8B4U,843.0,21.9,8B4U,24.54,0.955,False,False,False,,,,,,
MGYP000050090381,8B4U,673.0,17.4,8B4U,26.59,0.621,False,False,False,,,,,,
MGYP000038219564,8B4U,461.0,11.7,8B4U,22.93,0.572,False,True,False,,,,123,329,302
MGYP000053253619,8B4U,397.0,11.1,4WFI,66.67,0.035,True,False,False,,,,,,
MGYP000055983275,8B4U,408.0,11.0,4CG1,34.04,0.156,True,False,False,,,,,,
MGYP000069285044,8B4U,829.0,23.0,8B4U,26.21,0.937,False,False,False,,,,,,
MGYP000097146622,8B4U,859.0,21.8,8B4U,24.36,0.862,False,False,False,,,,,,
MGYP000100177428,8B4U,757.0,17.3,4WFI,23.4,0.795,False,False,False,,,,,,
MGYP000120860714,8B4U,486.0,11.8,4EB0,37.5,0.062,True,False,False,,,,,,
MGYP000125634723,8B4U,777.0,15.3,4WFI,21.23,0.655,False,False,False,,,,,,
MGYP000132569734,8B4U,395.0,11.9,4EB0,60.0,0.039,True,False,False,,,,,,
MGYP000137801985,8B4U,454.0,11.7,4EB0,22.88,0.973,False,False,False,,,,,,
MGYP000140066587,8B4U,678.0,17.9,8B4U,25.48,0.929,False,False,False,,,,,,
MGYP000149200417,8B4U,823.0,18.1,8B4U,20.0,0.948,False,False,False,,,,,,
MGYP000153295683,8B4U,388.0,11.5,6EQE,46.67,0.057,True,False,False,,,,,,
MGYP000154713791,8B4U,405.0,11.9,6EQE,60.0,0.038,True,False,False,,,,,,
MGYP000170268524,8B4U,439.0,11.7,8B4U,28.81,0.219,True,False,False,,,,,,
MGYP000168345807,8B4U,846.0,20.7,8B4U,27.08,0.885,False,False,False,,,,,,
MGYP000173129041,8B4U,394.0,10.8,4WFI,18.4,0.69,False,False,False,,,,,,
MGYP000179978698,8B4U,385.0,11.4,4EB0,34.48,0.105,True,False,False,,,,,,
MGYP000190179047,8B4U,381.0,11.7,4CG1,34.78,0.263,True,False,False,,,,,,
MGYP000194533618,8B4U,414.0,11.2,6EQE,26.67,0.113,True,False,False,,,,,,
MGYP000196080848,8B4U,386.0,11.0,4EB0,22.62,0.841,False,False,False,,,,,,
MGYP000196289932,8B4U,713.0,17.9,8B4U,24.79,0.781,False,False,False,,,,,,
MGYP000203409729,8B4U,832.0,23.3,8B4U,27.53,0.944,False,False,False,,,,,,
MGYP000211982158,8B4U,674.0,17.0,8B4U,22.65,0.892,False,False,False,,,,,,
MGYP000225671681,8B4U,400.0,11.8,4WFI,33.33,0.167,True,False,False,,,,,,
MGYP000229231186,8B4U,384.0,10.8,8B4U,35.0,0.138,True,False,False,,,,,,
MGYP000231921181,8B4U,706.0,16.9,8B4U,26.14,0.565,False,False,False,,,,,,
MGYP000231381873,8B4U,689.0,16.3,8B4U,21.51,0.918,False,True,False,,,,263,409,378
MGYP000250280524,8B4U,394.0,11.8,6EQE,50.0,0.03,True,False,False,,,,,,
MGYP000254024814,8B4U,443.0,11.8,4EB0,34.48,0.109,True,False,False,,,,,,
MGYP000279632924,8B4U,871.0,21.1,8B4U,23.91,0.929,False,False,False,,,,,,
MGYP000280001188,8B4U,390.0,11.2,4EB0,35.29,0.066,True,False,False,,,,,,
MGYP000290420336,8B4U,710.0,16.3,6EQE,22.44,0.513,False,False,False,,,,,,
MGYP000295671766,8B4U,679.0,16.3,8B4U,18.67,0.967,False,False,False,,,,,,
MGYP000303131563,8B4U,669.0,16.8,8B4U,21.04,0.967,False,False,False,,,,,,
MGYP000317618396,8B4U,413.0,11.7,6EQE,33.33,0.091,True,False,False,,,,,,
MGYP000337839773,8B4U,396.0,10.8,6EQE,44.44,0.068,True,False,False,,,,,,
MGYP000340458217,8B4U,778.0,16.5,8B4U,27.97,0.528,False,False,False,,,,,,
MGYP000344964457,8B4U,401.0,11.1,4EB0,54.55,0.043,True,False,False,,,,,,
MGYP000356444837,8B4U,469.0,11.3,8B4U,71.43,0.026,True,False,False,,,,,,
MGYP000356698195,8B4U,408.0,11.6,4EB0,42.11,0.074,True,False,False,,,,,,
MGYP000368524419,8B4U,463.0,11.4,4CG1,22.52,0.561,False,False,False,,,,,,
MGYP000371386703,8B4U,391.0,9.3,4WFI,22.61,0.729,False,False,False,,,,,,
MGYP000397539367,8B4U,813.0,21.3,8B4U,33.94,0.595,False,False,False,,,,,,
MGYP000399674872,8B4U,433.0,11.8,4WFI,38.89,0.07,True,False,False,,,,,,
MGYP000400251941,8B4U,397.0,11.3,4WFI,46.67,0.058,True,False,False,,,,,,
MGYP000404681955,8B4U,668.0,17.4,8B4U,23.83,0.818,False,False,False,,,,,,
MGYP000405603839,8B4U,382.0,11.2,6EQE,53.85,0.049,True,False,False,,,,,,
MGYP000406833559,8B4U,708.0,17.4,4WFI,23.78,0.504,False,False,False,,,,,,
MGYP000407188607,8B4U,672.0,17.0,8B4U,21.55,0.87,False,False,False,,,,,,
MGYP000411556087,8B4U,533.0,11.8,8B4U,24.03,0.836,False,False,False,,,,,,
MGYP000412336318,8B4U,666.0,17.1,8B4U,24.44,0.877,False,False,False,,,,,,
MGYP000427094027,8B4U,402.0,10.6,4CG1,21.76,0.615,False,False,False,,,,,,
MGYP000427402032,8B4U,820.0,19.1,8B4U,28.02,0.725,False,False,False,,,,,,
MGYP000439202132,8B4U,691.0,15.8,4WFI,23.27,0.651,False,False,False,,,,,,
MGYP000441949228,8B4U,403.0,9.6,4WFI,28.05,0.31,True,False,False,,,,,,
MGYP000442647709,8B4U,665.0,17.9,8B4U,22.75,0.859,False,False,False,,,,,,
